"clarity","city","color","cut","x","y","z","depth","table","price","carat"
SI1,Paris,G,Premium,7.25,7.12,4.48,62.4,62.0,10688,1.51
SI2,Zurich,I,Ideal,8.22,8.12,5.07,62.0,55.0,16337,2.07
SI2,Surat,E,Premium,6.4,6.33,3.89,61.0,59.0,3752,1.0
SI1,Zurich,H,Very Good,6.43,6.37,4.04,63.1,58.0,4316,1.04
VS2,Dubai,F,Premium,7.01,6.91,4.18,60.1,55.0,8870,1.21
VVS1,Madrid,H,Ideal,5.7,5.73,3.57,62.5,57.0,2946,0.72
SI1,Paris,E,Very Good,6.01,6.04,3.74,62.1,58.0,3002,0.83
SI1,Dubai,J,Ideal,6.74,6.77,4.21,62.3,55.0,4883,1.17
VS1,Amsterdam,F,Ideal,4.19,4.23,2.61,62.0,57.0,598,0.28
VS2,Surat,E,Ideal,5.2,5.16,3.23,62.4,56.0,1813,0.53
SI2,London,I,Very Good,6.41,6.34,3.88,60.8,63.0,3276,1.0
VS1,London,E,Premium,4.95,4.98,3.08,62.0,58.0,1294,0.46
SI1,Surat,D,Ideal,4.54,4.51,2.74,60.6,56.0,803,0.34
VS2,Surat,E,Very Good,4.22,4.24,2.66,62.9,58.0,658,0.3
VS2,Tel Aviv,E,Very Good,6.47,6.51,3.92,60.4,58.0,6666,1.01
SI1,Antwerp,G,Ideal,7.08,7.04,4.21,59.6,57.0,6738,1.26
VS1,Surat,F,Ideal,4.62,4.64,2.85,61.6,56.0,819,0.36
SI1,Kimberly,J,Good,7.96,8.01,5.08,63.6,59.0,12257,2.01
SI1,Dubai,E,Very Good,4.72,4.7,2.99,63.5,57.0,882,0.4
VS1,New York City,J,Ideal,4.83,4.86,2.95,60.9,57.0,663,0.42
SI2,Las Vegas,G,Premium,6.17,6.2,3.79,61.3,60.0,3423,0.91
IF,Surat,G,Ideal,5.12,5.17,3.21,62.4,54.0,2096,0.51
VS2,New York City,D,Very Good,4.34,4.39,2.73,62.5,57.0,758,0.32
VS2,Las Vegas,E,Premium,7.78,7.71,4.77,61.6,58.0,15278,1.77
VVS2,Dubai,F,Premium,4.28,4.35,2.66,61.6,58.0,737,0.3
SI2,London,D,Very Good,7.25,7.18,4.56,63.2,59.0,7915,1.51
SI1,Amsterdam,E,Ideal,6.44,6.49,3.98,61.6,57.0,5206,1.01
VS1,London,G,Premium,7.58,7.52,4.59,60.8,58.0,11380,1.58
SI2,Dubai,G,Premium,6.3,6.29,3.77,59.8,58.0,2813,0.91
SI1,Zurich,D,Very Good,5.67,5.72,3.56,62.5,55.0,2862,0.7
SI1,Luxembourg,D,Ideal,4.33,4.37,2.71,62.3,54.0,571,0.31
VS2,Antwerp,E,Premium,5.76,5.68,3.52,61.5,60.0,2858,0.71
VS2,Zurich,J,Good,7.23,7.2,4.59,63.6,58.0,7308,1.5
SI1,Las Vegas,D,Ideal,4.36,4.41,2.69,61.3,56.0,565,0.31
VVS1,Paris,H,Ideal,4.35,4.32,2.67,61.6,57.0,846,0.31
SI1,Luxembourg,E,Premium,6.59,6.54,3.99,60.8,58.0,5485,1.06
VS1,Tel Aviv,F,Ideal,4.42,4.44,2.7,61.0,54.0,716,0.32
SI1,Kimberly,E,Very Good,6.39,6.37,4.04,63.3,58.0,5077,1.01
VVS1,Dubai,D,Ideal,5.33,5.35,3.29,61.6,56.0,3126,0.57
VS2,Surat,F,Very Good,6.07,6.11,3.86,63.4,58.0,4400,0.9
VS2,Madrid,D,Ideal,4.98,4.95,3.1,62.4,56.0,1298,0.46
VS1,Kimberly,H,Very Good,6.12,6.17,3.83,62.3,59.0,4592,0.9
VVS2,Tel Aviv,D,Very Good,7.06,7.21,4.47,62.6,58.0,14236,1.36
SI2,Antwerp,E,Good,5.17,5.18,3.3,63.8,54.0,1163,0.54
SI1,Madrid,H,Ideal,6.72,6.75,4.19,62.2,54.0,6036,1.16
SI1,Antwerp,J,Very Good,8.13,8.17,5.12,62.8,58.0,13996,2.13
VS2,New York City,F,Ideal,4.85,4.89,2.99,61.5,56.0,904,0.43
SI1,Antwerp,F,Good,5.58,5.55,3.58,64.3,63.0,2059,0.7
SI2,Antwerp,E,Fair,6.22,6.18,4.01,64.6,59.0,3294,1.01
SI1,Tel Aviv,H,Premium,5.54,5.5,3.25,58.9,61.0,1341,0.6
VS1,London,F,Good,6.03,6.07,3.83,63.3,59.0,4508,0.9
SI1,New York City,I,Ideal,5.73,5.77,3.53,61.4,56.0,2376,0.71
IF,London,E,Ideal,4.38,4.41,2.75,62.6,55.0,1095,0.32
VVS1,Madrid,H,Very Good,4.71,4.76,2.8,59.1,58.0,967,0.38
VVS2,London,D,Very Good,3.99,4.03,2.46,61.3,58.0,485,0.24
SI1,Antwerp,E,Ideal,6.5,6.41,4.01,62.1,54.0,5599,1.01
SI1,Zurich,G,Good,6.11,6.07,3.88,63.7,60.0,3669,0.9
VS1,Kimberly,I,Ideal,4.82,4.78,2.97,61.9,55.0,878,0.41
SI1,Luxembourg,I,Premium,5.69,5.64,3.5,61.8,62.0,1914,0.7
SI2,Tel Aviv,E,Premium,5.13,5.05,3.06,60.1,60.0,1262,0.5
SI1,Tel Aviv,F,Ideal,6.35,6.42,3.98,62.3,58.0,5646,1.01
SI1,Surat,G,Very Good,4.79,4.77,3.02,63.2,57.0,945,0.42
VS2,Luxembourg,J,Ideal,7.6,7.63,4.76,62.5,57.0,9414,1.7
SI1,Dubai,G,Good,5.08,5.11,3.22,63.3,57.0,1244,0.52
VVS2,London,E,Good,4.82,4.86,2.83,58.5,60.0,1059,0.4
SI2,Kimberly,H,Ideal,6.84,6.77,4.26,62.6,56.0,5624,1.21
SI2,Zurich,H,Very Good,6.15,6.17,3.84,62.3,61.0,3481,0.9
VVS2,Dubai,D,Premium,5.69,5.63,3.39,59.9,58.0,3003,0.65
SI1,London,J,Good,6.57,6.63,3.88,58.8,57.0,3853,1.01
VS1,Las Vegas,J,Ideal,6.23,6.19,3.88,62.4,56.0,3332,0.92
IF,Paris,G,Ideal,4.47,4.45,2.75,61.7,55.0,1052,0.33
SI1,Zurich,F,Ideal,5.22,5.16,3.17,61.1,55.0,1593,0.51
IF,Tel Aviv,G,Premium,6.52,6.43,3.97,61.3,58.0,9039,1.04
SI2,Dubai,G,Very Good,6.35,6.4,4.12,64.6,60.0,4340,1.07
VS2,Surat,G,Ideal,6.91,6.83,4.26,62.0,55.0,8067,1.22
VVS1,Paris,I,Very Good,5.65,5.68,3.6,63.5,57.0,2456,0.71
SI2,Antwerp,D,Ideal,5.91,5.94,3.64,61.4,57.0,3454,0.78
VS2,New York City,H,Ideal,6.22,6.19,3.84,61.9,55.0,4133,0.9
VS2,Madrid,D,Ideal,4.34,4.37,2.68,61.5,56.0,734,0.31
SI2,Dubai,E,Good,6.2,6.16,3.83,62.0,64.0,3153,0.92
VS1,Amsterdam,I,Ideal,4.88,4.9,3.02,61.8,55.0,1218,0.43
VS2,London,G,Ideal,4.35,4.38,2.67,61.2,55.0,545,0.3
VS2,Dubai,E,Ideal,5.73,5.7,3.57,62.5,55.0,2693,0.7
VVS2,London,E,Premium,4.36,4.42,2.7,61.5,58.0,842,0.32
IF,New York City,G,Ideal,4.96,4.93,3.07,62.1,56.0,1733,0.46
VVS2,Antwerp,G,Ideal,4.29,4.32,2.66,61.8,57.0,665,0.3
VVS2,Paris,H,Ideal,4.62,4.66,2.89,62.2,54.6,832,0.38
SI1,Madrid,H,Premium,8.08,8.04,5.04,62.5,61.0,18115,2.04
VS1,Tel Aviv,H,Premium,5.05,5.04,3.04,60.3,61.0,1244,0.47
VS2,London,D,Ideal,5.21,5.23,3.22,61.7,55.0,1857,0.53
VVS2,New York City,D,Very Good,5.48,5.51,3.33,60.6,57.0,2897,0.6
VS2,New York City,E,Ideal,5.79,5.75,3.52,61.0,55.0,2863,0.71
SI2,Dubai,G,Ideal,4.91,4.95,3.05,61.9,54.0,709,0.45
SI1,Paris,I,Premium,6.51,6.47,4.01,61.8,60.0,4368,1.04
SI2,Paris,G,Premium,6.42,6.37,4.0,62.5,59.0,4370,1.02
SI2,Paris,E,Good,5.74,5.8,3.68,63.8,55.0,2453,0.75
VS1,Antwerp,E,Premium,4.8,4.77,2.9,60.6,59.0,1153,0.41
VVS1,Zurich,E,Ideal,4.67,4.72,2.93,62.4,57.0,1333,0.4
SI2,London,E,Fair,5.45,5.35,3.81,70.6,56.0,1828,0.7
VS2,Surat,G,Very Good,6.65,6.71,4.05,60.6,58.0,6777,1.08
VVS2,Kimberly,G,Ideal,6.81,6.84,4.28,62.7,56.0,10317,1.23
SI2,Paris,E,Ideal,5.27,5.22,3.25,62.0,56.0,1273,0.55
VS2,Paris,F,Very Good,4.3,4.32,2.71,62.9,56.0,625,0.31
VS1,Surat,G,Very Good,6.36,6.46,4.01,62.6,58.0,6301,1.02
SI2,Luxembourg,J,Good,5.39,5.43,3.5,64.7,54.0,1141,0.64
SI1,London,D,Premium,4.34,4.37,2.6,59.7,59.0,552,0.3
SI2,Madrid,D,Premium,4.77,4.74,2.96,62.3,58.0,876,0.41
SI2,Las Vegas,F,Ideal,5.86,5.89,3.54,60.3,60.0,2624,0.76
VVS1,Kimberly,G,Premium,4.9,4.96,3.0,60.9,59.0,1235,0.44
SI1,Antwerp,D,Very Good,5.51,5.55,3.44,62.2,55.0,1967,0.64
VVS2,Amsterdam,E,Ideal,4.3,4.32,2.68,62.2,54.4,779,0.3
VS1,Paris,E,Ideal,4.66,4.69,2.87,61.4,56.0,920,0.38
IF,Antwerp,H,Ideal,4.71,4.76,2.84,60.0,60.0,1064,0.38
VVS1,Dubai,E,Ideal,4.71,4.65,2.94,62.8,57.0,1397,0.4
VVS2,Paris,G,Ideal,4.42,4.41,2.72,61.6,55.0,936,0.32
SI1,Dubai,D,Ideal,7.56,7.46,4.47,59.5,57.0,12738,1.51
SI2,London,H,Ideal,8.18,8.23,5.09,62.0,56.0,16319,2.04
VS1,Kimberly,J,Ideal,6.81,6.76,4.19,61.8,55.0,5040,1.2
IF,New York City,G,Very Good,4.67,4.65,2.96,63.5,56.0,1271,0.39
SI1,Amsterdam,J,Ideal,6.61,6.67,4.08,61.4,55.0,4565,1.09
SI1,Tel Aviv,I,Ideal,6.51,6.56,3.96,60.6,57.0,3999,1.01
VS2,Las Vegas,G,Ideal,6.75,6.79,4.25,62.8,54.0,8414,1.2
VS1,Dubai,F,Good,6.56,6.6,3.88,59.0,62.0,6794,1.01
SI1,Antwerp,H,Ideal,5.26,5.19,3.25,62.2,56.0,1240,0.54
SI1,Antwerp,H,Premium,7.45,7.41,4.5,60.6,59.0,10519,1.51
IF,Zurich,F,Ideal,4.36,4.38,2.71,62.0,55.0,914,0.31
VS1,Kimberly,E,Ideal,5.11,5.15,3.18,62.0,57.0,1841,0.51
VVS2,London,E,Very Good,4.37,4.43,2.62,59.7,57.0,622,0.3
SI2,Kimberly,H,Premium,8.12,8.08,5.06,62.5,58.0,16431,2.05
SI1,Paris,G,Very Good,6.61,6.66,3.94,59.4,60.0,5353,1.03
SI2,Dubai,F,Ideal,5.75,5.79,3.58,62.0,55.0,2224,0.72
VS2,London,F,Premium,6.5,6.46,3.88,59.9,61.0,6097,1.01
VS2,Madrid,E,Ideal,4.78,4.76,2.95,61.8,57.0,999,0.41
SI1,Kimberly,J,Premium,7.06,7.12,4.21,59.4,60.0,5446,1.31
SI2,Dubai,D,Premium,6.45,6.41,3.91,60.8,60.0,4295,1.0
VVS1,Surat,I,Very Good,4.4,4.45,2.66,60.1,61.0,589,0.32
VVS1,Kimberly,G,Ideal,4.39,4.41,2.72,61.8,54.0,789,0.31
VVS2,London,E,Ideal,6.68,6.71,4.17,62.3,55.0,10512,1.14
VVS1,Paris,H,Very Good,4.7,4.73,2.9,61.5,56.0,926,0.39
VS2,Zurich,D,Very Good,5.73,5.77,3.52,61.2,60.0,3131,0.7
IF,New York City,D,Premium,4.39,4.42,2.65,60.2,59.0,1167,0.31
VS2,Tel Aviv,G,Good,6.24,6.33,3.94,62.7,58.0,5068,1.0
SI2,Luxembourg,D,Ideal,6.7,6.72,4.21,62.7,57.0,5842,1.17
VS2,Surat,J,Ideal,4.32,4.36,2.7,62.2,55.0,396,0.31
SI1,Dubai,H,Very Good,5.09,5.02,3.19,63.1,55.0,984,0.5
VS2,Paris,E,Premium,5.21,5.17,3.15,60.7,58.0,1815,0.52
VVS2,Zurich,G,Premium,4.27,4.29,2.68,62.6,58.0,684,0.3
VS1,Madrid,G,Good,4.23,4.26,2.7,63.6,57.0,605,0.3
SI1,Las Vegas,G,Very Good,6.36,6.32,4.01,63.2,59.0,5113,1.01
IF,Luxembourg,I,Ideal,4.41,4.44,2.75,62.1,55.0,694,0.33
SI1,Zurich,I,Very Good,5.63,5.66,3.51,62.2,58.0,2136,0.7
VS2,Tel Aviv,I,Premium,4.46,4.43,2.71,61.0,61.0,594,0.33
SI1,Antwerp,E,Premium,6.98,6.84,4.17,60.3,57.0,7362,1.2
SI1,Zurich,F,Good,5.07,4.96,3.2,63.6,62.0,1357,0.52
VVS2,Madrid,F,Very Good,4.22,4.3,2.69,63.1,57.0,664,0.29
SI1,Madrid,D,Very Good,6.2,6.23,3.72,59.9,54.0,4205,0.84
SI1,Tel Aviv,F,Very Good,4.69,4.71,2.89,61.5,54.0,660,0.38
SI1,Surat,F,Very Good,6.61,6.68,3.96,59.6,60.0,5491,1.06
VS1,Madrid,I,Ideal,4.55,4.59,2.84,62.1,56.0,568,0.36
SI2,Surat,H,Premium,6.68,6.61,4.12,62.0,57.0,4641,1.12
VS1,New York City,E,Good,6.41,6.35,4.06,63.6,57.0,7665,1.01
SI2,Dubai,G,Ideal,7.34,7.38,4.52,61.4,56.0,8580,1.5
I1,Kimberly,E,Good,5.89,5.85,3.76,64.1,59.0,2608,0.81
SI1,Luxembourg,E,Premium,5.71,5.68,3.49,61.3,58.0,2777,0.7
SI1,Las Vegas,H,Ideal,4.9,4.92,3.04,61.9,57.0,733,0.44
VS1,Dubai,G,Premium,6.84,6.75,4.27,62.8,58.0,8602,1.2
VS2,Las Vegas,H,Ideal,4.78,4.81,2.95,61.5,55.0,743,0.41
SI1,New York City,D,Good,4.36,4.35,2.78,63.8,55.0,706,0.32
SI1,Amsterdam,I,Very Good,5.64,5.68,3.55,62.7,56.0,1918,0.7
VS1,Paris,J,Ideal,6.88,6.92,4.29,62.2,58.0,6332,1.26
VS2,Surat,F,Premium,6.04,6.09,3.65,60.2,60.0,3557,0.83
VVS1,Tel Aviv,E,Ideal,4.7,4.73,2.95,62.6,56.0,1333,0.4
VS2,New York City,H,Ideal,6.81,6.85,4.25,62.2,55.0,7130,1.23
SI2,Paris,G,Very Good,7.29,7.25,4.59,63.1,57.0,9384,1.5
SI1,Dubai,E,Very Good,6.33,6.41,3.94,61.9,56.0,5759,1.01
I1,New York City,D,Ideal,9.04,8.98,5.49,60.9,57.0,13156,2.75
VS2,Luxembourg,G,Premium,4.83,4.88,2.94,60.6,58.0,847,0.42
VVS1,New York City,G,Ideal,5.14,5.15,3.16,61.4,56.0,1963,0.51
SI1,Antwerp,J,Ideal,7.42,7.55,4.62,61.7,54.0,7987,1.55
SI1,Paris,H,Very Good,4.68,4.72,2.94,62.6,58.0,666,0.4
SI1,Surat,D,Ideal,5.8,5.76,3.57,61.8,56.0,3189,0.73
VS2,Zurich,H,Very Good,4.32,4.27,2.71,63.1,57.0,628,0.31
IF,Las Vegas,G,Premium,4.53,4.49,2.82,62.5,60.0,1148,0.36
VS2,Dubai,D,Very Good,7.29,7.34,4.56,62.3,59.0,14112,1.51
SI1,Antwerp,F,Premium,3.88,3.84,2.33,60.4,61.0,342,0.22
VS1,Kimberly,I,Ideal,6.52,6.59,3.99,60.9,56.0,5206,1.03
SI2,Kimberly,F,Premium,5.9,5.86,3.69,62.8,56.0,2200,0.78
VS2,Tel Aviv,H,Very Good,5.92,5.82,3.72,63.4,60.0,2797,0.8
I1,Zurich,H,Fair,7.77,7.74,5.44,70.1,55.0,6564,2.22
VS1,Surat,F,Ideal,5.74,5.76,3.51,61.0,58.0,3162,0.7
VVS2,Kimberly,F,Ideal,5.24,5.25,3.25,62.0,55.0,2454,0.54
SI1,Surat,E,Very Good,5.03,4.99,3.17,63.3,59.0,1415,0.5
SI1,Surat,G,Good,6.36,6.39,3.75,58.8,61.0,4405,0.93
VS2,Madrid,E,Ideal,5.18,5.2,3.18,61.3,55.0,1712,0.52
SI1,Las Vegas,G,Ideal,5.31,5.28,3.3,62.3,53.0,1591,0.56
VVS1,Zurich,H,Ideal,5.77,5.8,3.52,60.8,58.0,3180,0.72
VS2,Tel Aviv,D,Ideal,5.78,5.82,3.57,61.6,56.0,3464,0.73
SI1,London,G,Premium,6.71,6.65,4.18,62.6,58.0,5851,1.15
SI1,Amsterdam,G,Premium,4.37,4.35,2.62,60.1,62.0,574,0.3
VS1,Antwerp,G,Good,5.66,5.72,3.35,59.0,62.0,2055,0.66
VVS1,Kimberly,H,Very Good,4.45,4.47,2.79,62.6,57.0,798,0.35
I1,Kimberly,H,Very Good,6.96,7.01,4.09,58.6,57.0,3696,1.2
VS1,Paris,F,Ideal,4.5,4.54,2.84,62.8,54.0,754,0.35
VS1,Las Vegas,E,Ideal,4.8,4.76,2.95,61.7,57.0,1153,0.41
VS2,Antwerp,I,Good,6.16,6.21,3.99,64.5,61.0,4355,0.97
SI2,Las Vegas,F,Ideal,6.2,6.22,3.85,62.0,56.0,4642,0.91
VS1,Surat,G,Ideal,5.34,5.36,3.28,61.3,56.0,1851,0.57
VVS1,Tel Aviv,G,Ideal,4.31,4.35,2.67,61.7,57.0,764,0.3
VS2,Surat,G,Ideal,4.38,4.42,2.72,61.8,57.0,561,0.32
SI1,Kimberly,F,Very Good,6.18,6.23,3.81,61.4,58.0,4379,0.9
SI1,Kimberly,D,Good,4.72,4.68,3.0,63.8,56.0,947,0.41
VS1,Amsterdam,I,Premium,6.92,6.87,4.29,62.2,59.0,6532,1.27
SI2,Surat,F,Very Good,6.18,6.22,3.9,62.9,58.0,3763,0.92
VS2,Tel Aviv,E,Ideal,5.69,5.74,3.53,61.8,57.0,3301,0.71
VS2,Tel Aviv,H,Premium,6.63,6.53,4.1,62.3,57.0,5993,1.09
VS2,Madrid,E,Very Good,5.23,5.27,3.23,61.6,60.0,1719,0.55
VS1,New York City,G,Ideal,4.33,4.36,2.7,62.1,55.0,625,0.31
SI2,Amsterdam,F,Ideal,6.49,6.43,3.99,61.8,57.0,4832,1.02
VS1,Luxembourg,F,Ideal,4.76,4.8,2.96,61.9,55.0,1007,0.41
I1,Surat,F,Ideal,6.13,6.2,3.81,61.8,57.0,2611,0.9
VVS2,London,F,Ideal,6.86,6.91,4.27,62.0,57.0,12059,1.24
SI2,Zurich,E,Premium,6.21,6.25,3.79,60.8,60.0,3662,0.9
SI2,Surat,F,Good,6.65,6.6,4.23,63.8,57.0,4437,1.15
VS2,New York City,H,Ideal,7.79,7.73,4.77,61.5,55.0,13761,1.74
VS2,Amsterdam,F,Very Good,4.14,4.15,2.6,62.7,58.0,487,0.28
SI2,Madrid,H,Very Good,6.09,6.16,3.85,62.9,57.0,3160,0.9
SI1,Antwerp,G,Premium,7.56,7.61,4.51,59.5,58.0,10914,1.57
VS1,Antwerp,G,Ideal,4.0,4.02,2.51,62.5,55.0,454,0.25
SI1,Antwerp,J,Ideal,6.96,6.99,4.3,61.6,58.0,5607,1.29
VVS1,Luxembourg,E,Premium,4.78,4.76,2.92,61.2,62.0,1241,0.41
VS2,Luxembourg,E,Ideal,4.52,4.55,2.83,62.4,57.0,767,0.35
SI1,London,E,Ideal,6.11,6.14,3.72,60.7,57.0,4181,0.85
VVS1,Surat,H,Ideal,4.02,4.05,2.44,60.7,57.0,504,0.24
VVS2,Paris,F,Ideal,6.69,6.74,4.17,62.1,55.0,8743,1.15
VS2,London,G,Premium,6.21,6.11,3.8,61.7,57.0,4637,0.9
SI1,Dubai,J,Ideal,6.92,6.86,4.26,61.8,57.0,4875,1.24
VS1,Madrid,H,Very Good,5.1,5.12,3.18,62.3,57.0,1628,0.51
VS2,Luxembourg,H,Very Good,6.75,6.8,4.26,62.9,57.0,6189,1.21
SI1,Antwerp,G,Good,5.62,5.59,3.59,64.0,55.0,2016,0.7
SI1,Luxembourg,D,Very Good,6.12,6.07,3.86,63.3,57.0,4304,0.9
SI2,Antwerp,G,Premium,4.61,4.57,2.79,60.8,58.0,608,0.36
I1,Kimberly,H,Premium,6.41,6.39,4.0,62.5,60.0,3199,1.02
VS2,Paris,H,Ideal,6.8,6.75,4.26,62.9,57.0,6302,1.21
I1,New York City,I,Premium,7.59,7.56,4.73,62.4,60.0,6436,1.69
VS2,Surat,G,Ideal,4.39,4.41,2.71,61.6,57.0,561,0.32
SI1,Las Vegas,G,Ideal,5.13,5.08,3.17,62.2,56.0,1173,0.5
VS2,Surat,H,Very Good,5.66,5.7,3.54,62.3,56.0,2276,0.7
SI1,Dubai,E,Very Good,5.92,5.96,3.44,57.9,58.0,2610,0.72
VS1,Paris,G,Ideal,5.83,5.86,3.64,62.3,57.0,2973,0.75
SI2,Surat,E,Premium,6.48,6.4,3.86,59.9,55.0,3612,1.0
VVS1,Tel Aviv,E,Ideal,4.52,4.48,2.79,62.0,56.0,1084,0.34
VS1,Madrid,I,Ideal,4.5,4.53,2.8,62.0,56.0,555,0.34
VS1,Paris,F,Good,5.18,5.21,3.04,58.5,61.5,1294,0.49
SI2,Antwerp,F,Ideal,8.47,8.5,5.12,60.3,59.0,17989,2.24
SI2,Luxembourg,I,Very Good,7.93,8.0,5.04,63.3,59.0,11390,2.02
VS2,Kimberly,E,Very Good,5.08,5.05,3.21,63.4,58.0,1583,0.5
VS2,London,E,Ideal,5.57,5.52,3.31,59.7,57.0,2115,0.61
SI1,Zurich,F,Premium,5.37,5.33,3.34,62.4,59.0,1561,0.59
VS2,Paris,E,Fair,6.34,6.26,4.08,64.8,59.0,4972,1.01
SI1,New York City,F,Very Good,5.68,5.62,3.57,63.2,57.0,2423,0.7
SI1,Luxembourg,I,Premium,6.46,6.41,3.99,62.0,58.0,3749,1.03
SI2,New York City,D,Ideal,5.72,5.7,3.58,62.7,55.0,2670,0.72
VS1,Antwerp,H,Ideal,4.48,4.5,2.8,62.4,55.0,615,0.34
VS1,Madrid,G,Ideal,4.42,4.45,2.74,61.8,55.0,559,0.32
VVS2,Amsterdam,G,Ideal,5.45,5.48,3.37,61.6,56.0,2861,0.62
SI2,Kimberly,E,Very Good,7.24,7.31,4.57,62.8,59.0,9058,1.51
SI2,Dubai,F,Very Good,6.5,6.57,3.92,60.0,61.0,4427,1.04
SI1,Kimberly,I,Premium,6.97,7.03,4.18,59.7,59.0,5293,1.25
VVS1,Surat,F,Ideal,4.25,4.28,2.66,62.4,57.0,790,0.3
VS2,London,G,Very Good,5.61,5.64,3.57,63.5,57.0,2454,0.71
IF,Zurich,G,Ideal,4.35,4.31,2.69,62.1,55.0,956,0.3
VS1,Madrid,G,Very Good,5.86,5.82,3.51,60.1,63.0,3024,0.72
VS2,Antwerp,E,Premium,4.52,4.55,2.74,60.4,60.0,767,0.35
VS2,Las Vegas,E,Premium,4.67,4.63,2.89,62.2,59.0,1112,0.38
VS2,Madrid,D,Ideal,4.43,4.46,2.78,62.5,56.0,781,0.33
SI2,Dubai,H,Premium,6.8,6.74,4.01,59.2,59.0,3388,1.1
SI1,Surat,E,Very Good,4.45,4.42,2.8,63.1,56.0,693,0.33
VS2,London,G,Very Good,6.33,6.23,3.99,63.5,59.0,5967,1.0
SI1,Dubai,H,Very Good,4.25,4.3,2.6,60.8,61.0,421,0.3
SI1,Madrid,D,Very Good,6.37,6.47,3.95,61.5,61.0,5542,1.01
SI2,Antwerp,H,Very Good,7.28,7.22,4.52,62.3,60.0,7775,1.5
VVS2,Madrid,F,Ideal,4.71,4.74,2.91,61.6,55.0,988,0.39
VS2,Luxembourg,D,Ideal,4.77,4.79,2.94,61.5,57.0,1007,0.41
VS1,Antwerp,G,Ideal,4.31,4.34,2.66,61.5,57.0,605,0.3
SI1,Madrid,H,Premium,6.8,6.72,4.18,61.8,58.0,5669,1.2
SI2,Madrid,E,Ideal,4.78,4.8,2.96,61.8,54.0,625,0.41
VS2,Luxembourg,E,Ideal,4.69,4.72,2.83,60.1,56.0,866,0.38
SI1,London,D,Ideal,5.11,5.08,3.19,62.6,57.0,1619,0.51
SI2,Zurich,F,Very Good,5.71,5.8,3.55,61.7,60.0,2624,0.73
VVS1,Zurich,F,Ideal,4.44,4.46,2.75,61.8,57.0,955,0.33
VS2,Tel Aviv,J,Good,7.24,7.28,4.61,63.5,58.0,7370,1.52
VS2,New York City,E,Very Good,6.51,6.46,4.12,63.5,57.0,6586,1.05
VS1,Kimberly,I,Premium,8.13,8.02,4.91,60.8,59.0,18795,2.0
VVS2,Amsterdam,H,Ideal,6.89,6.77,4.08,59.7,59.0,7108,1.13
VS2,Kimberly,E,Ideal,5.24,5.21,3.21,61.4,56.0,1813,0.53
VVS1,Antwerp,F,Good,4.03,4.1,2.36,58.1,52.0,458,0.23
SI1,Surat,F,Fair,4.27,4.25,2.75,64.6,56.0,599,0.3
SI1,Paris,E,Very Good,5.68,5.72,3.56,62.5,58.0,2618,0.72
SI2,Madrid,E,Fair,6.3,6.23,4.08,65.1,59.0,3575,1.0
SI2,Dubai,D,Ideal,6.32,6.45,3.93,61.6,57.0,5051,1.01
VS2,Madrid,D,Premium,4.73,4.76,2.93,61.7,59.0,982,0.4
SI2,London,G,Premium,6.9,6.96,4.18,60.3,58.0,5430,1.21
VS2,London,F,Ideal,7.37,7.32,4.58,62.4,53.0,15688,1.51
SI1,London,E,Premium,4.78,4.74,2.94,61.8,60.0,904,0.41
SI1,Kimberly,J,Very Good,6.17,6.14,3.9,63.4,54.0,2834,0.9
SI1,Surat,H,Premium,5.26,5.19,3.18,60.9,60.0,1193,0.53
VVS1,Las Vegas,G,Ideal,5.08,5.13,3.17,62.1,53.5,1865,0.5
SI1,Tel Aviv,E,Very Good,8.09,8.14,4.94,60.5,59.0,18709,2.0
IF,Tel Aviv,G,Ideal,4.59,4.61,2.79,60.7,57.0,959,0.35
VVS1,Surat,H,Ideal,4.3,4.32,2.68,62.2,55.0,665,0.3
VS1,Las Vegas,H,Premium,6.79,6.73,4.22,62.4,59.0,7277,1.19
SI2,Kimberly,E,Premium,5.69,5.64,3.56,62.8,59.0,2475,0.7
VS2,Luxembourg,E,Ideal,4.39,4.41,2.73,62.0,55.0,702,0.32
SI1,Dubai,G,Ideal,7.05,7.01,4.35,61.9,57.0,7414,1.32
SI2,Antwerp,E,Ideal,6.84,6.81,4.28,62.7,57.0,6343,1.22
VS2,Madrid,D,Ideal,4.44,4.46,2.73,61.3,57.0,713,0.32
VS1,Madrid,H,Ideal,7.98,8.04,4.78,59.7,60.0,17761,1.87
VS2,Luxembourg,G,Premium,4.41,4.36,2.73,62.3,58.0,720,0.32
SI1,Antwerp,D,Very Good,6.33,6.38,3.93,61.8,58.0,5812,1.01
VS2,Amsterdam,J,Ideal,4.38,4.36,2.72,62.2,57.0,504,0.32
VS1,Amsterdam,I,Premium,7.28,7.32,4.55,62.3,60.0,9467,1.51
VS1,Surat,H,Premium,4.68,4.65,2.88,61.7,57.0,1009,0.39
VVS1,Dubai,E,Ideal,4.49,4.46,2.75,61.5,56.0,1052,0.33
VVS2,Dubai,I,Premium,4.4,4.43,2.68,60.7,59.0,561,0.32
SI1,Kimberly,J,Ideal,6.54,6.57,4.07,62.1,55.0,4633,1.08
VS2,Surat,E,Premium,6.59,6.54,3.89,59.3,59.0,5882,1.01
VS1,London,G,Very Good,5.36,5.43,3.28,61.0,55.0,1817,0.57
VS1,Kimberly,F,Ideal,6.49,6.44,4.01,62.0,57.0,8637,1.02
